Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-02-21 14:30:00+00:00,246.19129943847656,246.57000732421875,245.6800994873047,245.96499633789062,3063972
2025-02-21 14:31:00+00:00,246.1999969482422,246.61000061035156,245.8800048828125,246.19000244140625,128373
2025-02-21 14:32:00+00:00,246.52999877929688,246.6385040283203,246.1199951171875,246.2100067138672,148381
2025-02-21 14:33:00+00:00,246.32000732421875,246.6199951171875,246.2449951171875,246.50999450683594,995632
2025-02-21 14:34:00+00:00,246.21119689941406,246.5,246.21119689941406,246.21119689941406,84336
2025-02-21 14:35:00+00:00,246.64450073242188,246.94000244140625,246.25999450683594,246.26499938964844,161815
2025-02-21 14:36:00+00:00,245.9949951171875,246.69700622558594,245.91000366210938,246.64999389648438,150575
2025-02-21 14:37:00+00:00,245.94520568847656,246.19000244140625,245.8800048828125,246.0,75914
2025-02-21 14:38:00+00:00,245.9199981689453,246.1300048828125,245.72999572753906,245.9550018310547,97360
2025-02-21 14:39:00+00:00,245.91619873046875,246.22000122070312,245.8300018310547,245.97000122070312,117826
2025-02-21 14:40:00+00:00,245.82000732421875,245.9499969482422,245.77999877929688,245.9149932861328,78804
2025-02-21 14:41:00+00:00,245.72500610351562,245.97000122070312,245.64999389648438,245.8300018310547,90496
2025-02-21 14:42:00+00:00,245.63999938964844,245.8699951171875,245.58999633789062,245.72999572753906,97000
2025-02-21 14:43:00+00:00,245.75999450683594,245.8800048828125,245.6199951171875,245.6300048828125,63624
2025-02-21 14:44:00+00:00,245.7100067138672,245.77999877929688,245.6300048828125,245.77000427246094,56003
2025-02-21 14:45:00+00:00,245.75,245.85000610351562,245.69000244140625,245.72000122070312,53335
2025-02-21 14:46:00+00:00,245.89999389648438,246.0399932861328,245.72019958496094,245.75,80958
2025-02-21 14:47:00+00:00,245.875,245.9600067138672,245.72999572753906,245.93499755859375,63764
2025-02-21 14:48:00+00:00,245.7899932861328,245.88999938964844,245.7100067138672,245.87440490722656,41768
2025-02-21 14:49:00+00:00,245.5449981689453,245.86349487304688,245.47999572753906,245.7899932861328,94422
2025-02-21 14:50:00+00:00,245.6199951171875,245.6815948486328,245.47999572753906,245.5596923828125,82707
2025-02-21 14:51:00+00:00,245.67999267578125,245.83999633789062,245.60000610351562,245.6300048828125,66195
2025-02-21 14:52:00+00:00,245.64999389648438,245.72999572753906,245.58999633789062,245.6750030517578,52140
2025-02-21 14:53:00+00:00,245.77999877929688,245.8000030517578,245.58999633789062,245.64999389648438,65989
2025-02-21 14:54:00+00:00,245.69000244140625,245.77999877929688,245.5500030517578,245.77999877929688,71746
2025-02-21 14:55:00+00:00,245.6300048828125,245.6750030517578,245.5399932861328,245.66000366210938,38111
2025-02-21 14:56:00+00:00,245.6649932861328,245.94500732421875,245.625,245.625,68965
2025-02-21 14:57:00+00:00,245.75999450683594,245.8000030517578,245.60479736328125,245.64999389648438,62114
2025-02-21 14:58:00+00:00,245.86000061035156,245.86000061035156,245.7100067138672,245.75,30317
2025-02-21 14:59:00+00:00,245.69000244140625,245.82000732421875,245.63999938964844,245.69000244140625,70145
2025-02-21 15:00:00+00:00,245.91050720214844,246.0,245.3300018310547,245.66000366210938,115231
2025-02-21 15:01:00+00:00,245.8300018310547,245.94070434570312,245.58999633789062,245.94070434570312,43333
2025-02-21 15:02:00+00:00,245.77000427246094,245.9600067138672,245.58999633789062,245.77000427246094,96504
2025-02-21 15:03:00+00:00,245.88999938964844,245.92999267578125,245.7550048828125,245.75999450683594,41626
2025-02-21 15:04:00+00:00,245.8300018310547,245.99000549316406,245.77999877929688,245.8300018310547,83438
2025-02-21 15:05:00+00:00,245.72999572753906,245.86000061035156,245.69000244140625,245.84500122070312,28310
2025-02-21 15:06:00+00:00,245.52000427246094,245.8699951171875,245.4550018310547,245.71499633789062,58169
2025-02-21 15:07:00+00:00,245.24000549316406,245.5399932861328,245.22000122070312,245.50999450683594,108850
2025-02-21 15:08:00+00:00,245.69000244140625,245.69000244140625,245.2550048828125,245.2550048828125,72382
2025-02-21 15:09:00+00:00,245.5800018310547,245.81500244140625,245.55499267578125,245.72999572753906,96464
2025-02-21 15:10:00+00:00,245.58999633789062,245.69000244140625,245.41050720214844,245.5850067138672,43142
2025-02-21 15:11:00+00:00,245.88999938964844,245.9499969482422,245.5800018310547,245.5800018310547,67391
2025-02-21 15:12:00+00:00,245.720703125,245.88909912109375,245.65480041503906,245.88909912109375,39447
2025-02-21 15:13:00+00:00,245.63340759277344,245.72549438476562,245.4600067138672,245.72549438476562,73061
2025-02-21 15:14:00+00:00,245.7949981689453,245.88999938964844,245.5399932861328,245.6300048828125,55516
2025-02-21 15:15:00+00:00,245.67999267578125,245.82000732421875,245.63999938964844,245.77499389648438,62496
2025-02-21 15:16:00+00:00,245.7899932861328,245.9499969482422,245.67999267578125,245.67999267578125,52910
2025-02-21 15:17:00+00:00,245.67999267578125,245.82989501953125,245.60499572753906,245.77000427246094,37727
2025-02-21 15:18:00+00:00,245.83999633789062,245.8800048828125,245.6300048828125,245.83999633789062,33000
2025-02-21 15:19:00+00:00,245.89999389648438,245.97000122070312,245.7899932861328,245.8300018310547,49047
2025-02-21 15:20:00+00:00,245.9866943359375,246.00999450683594,245.8699951171875,245.89500427246094,91930
2025-02-21 15:21:00+00:00,245.89999389648438,246.00999450683594,245.8300018310547,245.9499969482422,61319
2025-02-21 15:22:00+00:00,245.8699951171875,245.92999267578125,245.8000030517578,245.8699951171875,51708
2025-02-21 15:23:00+00:00,245.84500122070312,246.00999450683594,245.74000549316406,245.85000610351562,68829
2025-02-21 15:24:00+00:00,245.85000610351562,245.9199981689453,245.72000122070312,245.8699951171875,45154
2025-02-21 15:25:00+00:00,245.77999877929688,245.9499969482422,245.77999877929688,245.8032989501953,44355
2025-02-21 15:26:00+00:00,245.79519653320312,245.8800048828125,245.6750030517578,245.77000427246094,52533
2025-02-21 15:27:00+00:00,245.5399932861328,245.7899932861328,245.4499969482422,245.76010131835938,71733
2025-02-21 15:28:00+00:00,245.52000427246094,245.5946044921875,245.47999572753906,245.5399932861328,52698
2025-02-21 15:29:00+00:00,245.7899932861328,245.82000732421875,245.53500366210938,245.5500030517578,56408
2025-02-21 15:30:00+00:00,245.8300018310547,245.9499969482422,245.72000122070312,245.77499389648438,60424
2025-02-21 15:31:00+00:00,245.82000732421875,245.9093017578125,245.76019287109375,245.8249969482422,38281
2025-02-21 15:32:00+00:00,245.83999633789062,245.8699951171875,245.73500061035156,245.83999633789062,35043
2025-02-21 15:33:00+00:00,245.72000122070312,245.85000610351562,245.66000366210938,245.8350067138672,45226
2025-02-21 15:34:00+00:00,245.69329833984375,245.75,245.55999755859375,245.7301025390625,71717
2025-02-21 15:35:00+00:00,245.67999267578125,245.75,245.55999755859375,245.69000244140625,43250
2025-02-21 15:36:00+00:00,245.5850067138672,245.76199340820312,245.55499267578125,245.6999969482422,35698
2025-02-21 15:37:00+00:00,245.62159729003906,245.6300048828125,245.47000122070312,245.5800018310547,36388
2025-02-21 15:38:00+00:00,245.6199951171875,245.69000244140625,245.5800018310547,245.6300048828125,28496
2025-02-21 15:39:00+00:00,245.6199951171875,245.64300537109375,245.5,245.6300048828125,27677
2025-02-21 15:40:00+00:00,245.58999633789062,245.62989807128906,245.5,245.625,23118
2025-02-21 15:41:00+00:00,245.52999877929688,245.6300048828125,245.44000244140625,245.61500549316406,35580
2025-02-21 15:42:00+00:00,245.67999267578125,245.72999572753906,245.55999755859375,245.5800018310547,35188
2025-02-21 15:43:00+00:00,245.4149932861328,245.72999572753906,245.41000366210938,245.7100067138672,34593
2025-02-21 15:44:00+00:00,245.35499572753906,245.4600067138672,245.3000030517578,245.42999267578125,78357
2025-02-21 15:45:00+00:00,245.375,245.52999877929688,245.30999755859375,245.33999633789062,86305
2025-02-21 15:46:00+00:00,245.44320678710938,245.55999755859375,245.38999938964844,245.42999267578125,68720
2025-02-21 15:47:00+00:00,245.44000244140625,245.50999450683594,245.3300018310547,245.4499969482422,74146
2025-02-21 15:48:00+00:00,245.49000549316406,245.5500030517578,245.38499450683594,245.4499969482422,61842
2025-02-21 15:49:00+00:00,245.49000549316406,245.6199951171875,245.42999267578125,245.5,63539
2025-02-21 15:50:00+00:00,245.3800048828125,245.50999450683594,245.3800048828125,245.47999572753906,42594
2025-02-21 15:51:00+00:00,245.36000061035156,245.5050048828125,245.33999633789062,245.39999389648438,26147
2025-02-21 15:52:00+00:00,245.42889404296875,245.4600067138672,245.33999633789062,245.35000610351562,31021
2025-02-21 15:53:00+00:00,245.22000122070312,245.43499755859375,245.22000122070312,245.43499755859375,37932
2025-02-21 15:54:00+00:00,245.32000732421875,245.3800048828125,245.24000549316406,245.24000549316406,531345
2025-02-21 15:55:00+00:00,245.4199981689453,245.49000549316406,245.30999755859375,245.32000732421875,48528
2025-02-21 15:56:00+00:00,245.44000244140625,245.50079345703125,245.39999389648438,245.4199981689453,66710
2025-02-21 15:57:00+00:00,245.5050048828125,245.50999450683594,245.39999389648438,245.5050048828125,22977
2025-02-21 15:58:00+00:00,245.55499267578125,245.5800018310547,245.44000244140625,245.50999450683594,38823
2025-02-21 15:59:00+00:00,245.8300018310547,245.8300018310547,245.52999877929688,245.59500122070312,83097
2025-02-21 16:00:00+00:00,246.0449981689453,246.1199951171875,245.81500244140625,245.81500244140625,132623
2025-02-21 16:01:00+00:00,246.01499938964844,246.143798828125,245.97000122070312,246.05499267578125,63589
2025-02-21 16:02:00+00:00,245.97999572753906,246.07000732421875,245.9499969482422,246.01499938964844,98256
2025-02-21 16:03:00+00:00,246.0,246.03500366210938,245.9199981689453,245.96499633789062,66045
2025-02-21 16:04:00+00:00,246.0,246.01499938964844,245.91000366210938,246.0,66571
2025-02-21 16:05:00+00:00,246.07000732421875,246.10000610351562,245.96499633789062,246.0,62793
2025-02-21 16:06:00+00:00,246.2812042236328,246.3800048828125,246.08999633789062,246.08999633789062,69486
2025-02-21 16:07:00+00:00,246.375,246.41000366210938,246.22500610351562,246.27999877929688,85289
2025-02-21 16:08:00+00:00,246.30499267578125,246.39999389648438,246.25999450683594,246.38499450683594,55570
2025-02-21 16:09:00+00:00,246.62010192871094,246.67999267578125,246.3000030517578,246.62010192871094,111662
2025-02-21 16:10:00+00:00,246.52999877929688,246.625,246.47000122070312,246.52999877929688,110145
2025-02-21 16:11:00+00:00,246.21499633789062,246.52999877929688,246.16000366210938,246.50999450683594,91182
2025-02-21 16:12:00+00:00,246.39999389648438,246.44000244140625,246.1999969482422,246.22999572753906,53632
2025-02-21 16:13:00+00:00,246.50999450683594,246.57200622558594,246.38999938964844,246.39999389648438,66432
2025-02-21 16:14:00+00:00,246.67999267578125,246.6898956298828,246.44320678710938,246.67999267578125,69157
2025-02-21 16:15:00+00:00,246.77499389648438,246.85000610351562,246.6699981689453,246.69000244140625,241880
2025-02-21 16:16:00+00:00,246.58999633789062,246.8300018310547,246.5800018310547,246.58999633789062,68715
2025-02-21 16:17:00+00:00,246.75,246.75999450683594,246.52999877929688,246.58999633789062,58599
2025-02-21 16:18:00+00:00,247.05999755859375,247.05999755859375,246.75999450683594,246.75999450683594,575991
2025-02-21 16:19:00+00:00,247.0,247.1699981689453,246.97000122070312,247.0399932861328,103590
2025-02-21 16:20:00+00:00,246.85499572753906,247.17999267578125,246.8300018310547,247.0,134827
2025-02-21 16:21:00+00:00,247.21890258789062,247.24000549316406,246.8300018310547,246.8800048828125,137493
2025-02-21 16:22:00+00:00,247.24949645996094,247.4499969482422,247.19000244140625,247.21499633789062,404763
2025-02-21 16:23:00+00:00,247.23719787597656,247.34500122070312,247.1999969482422,247.23500061035156,84538
2025-02-21 16:24:00+00:00,247.23159790039062,247.27999877929688,247.15020751953125,247.23049926757812,77099
2025-02-21 16:25:00+00:00,247.10000610351562,247.25999450683594,247.10000610351562,247.24000549316406,85537
2025-02-21 16:26:00+00:00,246.99229431152344,247.17999267578125,246.88999938964844,247.08999633789062,124545
2025-02-21 16:27:00+00:00,247.0800018310547,247.1649932861328,246.91000366210938,247.02000427246094,105432
2025-02-21 16:28:00+00:00,247.11000061035156,247.2100067138672,247.0601043701172,247.10000610351562,57259
2025-02-21 16:29:00+00:00,247.1300048828125,247.2187042236328,247.0399932861328,247.10000610351562,66033
2025-02-21 16:30:00+00:00,246.99000549316406,247.14559936523438,246.85150146484375,247.14500427246094,62727
2025-02-21 16:31:00+00:00,247.0050048828125,247.0695037841797,246.8300018310547,246.98049926757812,225212
2025-02-21 16:32:00+00:00,246.99000549316406,247.0399932861328,246.8300018310547,247.00999450683594,45647
2025-02-21 16:33:00+00:00,247.10000610351562,247.14999389648438,246.89999389648438,246.97520446777344,106504
2025-02-21 16:34:00+00:00,247.05499267578125,247.0800018310547,246.92999267578125,247.0800018310547,33461
2025-02-21 16:35:00+00:00,247.0399932861328,247.0998992919922,246.94000244140625,247.05999755859375,43556
2025-02-21 16:36:00+00:00,246.9499969482422,247.05999755859375,246.89999389648438,247.0449981689453,44805
2025-02-21 16:37:00+00:00,247.0399932861328,247.1199951171875,246.96499633789062,246.96499633789062,61676
2025-02-21 16:38:00+00:00,247.14500427246094,247.27999877929688,247.03700256347656,247.03700256347656,83267
2025-02-21 16:39:00+00:00,247.32200622558594,247.3300018310547,247.1300048828125,247.1457977294922,39119
2025-02-21 16:40:00+00:00,247.14010620117188,247.35960388183594,247.14010620117188,247.32020568847656,58845
2025-02-21 16:41:00+00:00,247.1300048828125,247.19000244140625,247.0800018310547,247.16990661621094,40351
2025-02-21 16:42:00+00:00,246.94000244140625,247.11500549316406,246.9102020263672,247.11000061035156,57019
2025-02-21 16:43:00+00:00,247.02999877929688,247.0800018310547,246.9499969482422,247.02999877929688,38751
2025-02-21 16:44:00+00:00,247.1199951171875,247.17999267578125,247.02999877929688,247.02999877929688,28548
2025-02-21 16:45:00+00:00,247.0800018310547,247.125,247.05999755859375,247.125,26457
2025-02-21 16:46:00+00:00,247.02999877929688,247.10499572753906,246.97999572753906,247.09359741210938,54208
2025-02-21 16:47:00+00:00,246.9792022705078,247.07989501953125,246.96099853515625,247.0449981689453,42180
2025-02-21 16:48:00+00:00,247.20899963378906,247.27000427246094,247.02000427246094,247.02000427246094,72227
2025-02-21 16:49:00+00:00,247.3800048828125,247.5,247.19000244140625,247.1968994140625,163540
2025-02-21 16:50:00+00:00,247.27999877929688,247.3769073486328,247.1300048828125,247.36500549316406,85759
2025-02-21 16:51:00+00:00,247.26499938964844,247.42999267578125,247.25,247.3000030517578,74234
2025-02-21 16:52:00+00:00,246.97120666503906,247.25999450683594,246.97120666503906,247.25999450683594,960600
2025-02-21 16:53:00+00:00,246.9499969482422,247.07000732421875,246.9499969482422,247.0,91444
2025-02-21 16:54:00+00:00,246.69900512695312,247.0,246.64999389648438,246.9499969482422,152422
2025-02-21 16:55:00+00:00,246.88499450683594,246.97000122070312,246.68040466308594,246.6999969482422,76025
2025-02-21 16:56:00+00:00,246.88999938964844,246.92999267578125,246.8000030517578,246.8800048828125,56380
2025-02-21 16:57:00+00:00,247.13999938964844,247.13999938964844,246.88999938964844,246.9499969482422,68978
2025-02-21 16:58:00+00:00,246.96060180664062,247.2198944091797,246.95249938964844,246.96060180664062,66211
2025-02-21 16:59:00+00:00,247.01499938964844,247.02999877929688,246.94000244140625,246.95750427246094,86203
2025-02-21 17:00:00+00:00,247.05999755859375,247.14999389648438,246.9801025390625,247.02999877929688,47446
2025-02-21 17:01:00+00:00,247.08999633789062,247.13999938964844,247.0749969482422,247.0919952392578,43529
2025-02-21 17:02:00+00:00,247.22909545898438,247.22909545898438,247.08529663085938,247.08999633789062,41156
2025-02-21 17:03:00+00:00,247.3721923828125,247.3800048828125,247.21839904785156,247.25,53760
2025-02-21 17:04:00+00:00,247.52000427246094,247.64999389648438,247.3699951171875,247.3699951171875,142494
2025-02-21 17:05:00+00:00,247.25,247.5299072265625,247.2447052001953,247.52000427246094,63731
2025-02-21 17:06:00+00:00,247.32000732421875,247.39999389648438,247.235595703125,247.25,54895
2025-02-21 17:07:00+00:00,247.25999450683594,247.3699951171875,247.16000366210938,247.32000732421875,49748
2025-02-21 17:08:00+00:00,247.35000610351562,247.38499450683594,247.2550048828125,247.27679443359375,41135
2025-02-21 17:09:00+00:00,247.22000122070312,247.35000610351562,247.1999969482422,247.32000732421875,28929
2025-02-21 17:10:00+00:00,247.13929748535156,247.28500366210938,247.09500122070312,247.25,59130
2025-02-21 17:11:00+00:00,247.13499450683594,247.16000366210938,247.02000427246094,247.16000366210938,40314
2025-02-21 17:12:00+00:00,247.35000610351562,247.36000061035156,247.1199951171875,247.1199951171875,58098
2025-02-21 17:13:00+00:00,247.36500549316406,247.4199981689453,247.2899932861328,247.35000610351562,67876
2025-02-21 17:14:00+00:00,247.22669982910156,247.39999389648438,247.17010498046875,247.3699951171875,38173
2025-02-21 17:15:00+00:00,247.3300018310547,247.3800048828125,247.16000366210938,247.2216033935547,45630
2025-02-21 17:16:00+00:00,247.29080200195312,247.39990234375,247.1999969482422,247.29080200195312,44650
2025-02-21 17:17:00+00:00,247.36500549316406,247.38999938964844,247.22000122070312,247.3000030517578,66979
2025-02-21 17:18:00+00:00,247.30999755859375,247.3699951171875,247.27000427246094,247.36000061035156,37891
2025-02-21 17:19:00+00:00,247.16000366210938,247.2899932861328,247.1300048828125,247.2899932861328,44388
2025-02-21 17:20:00+00:00,246.98089599609375,247.16000366210938,246.89999389648438,246.98089599609375,84175
2025-02-21 17:21:00+00:00,247.08790588378906,247.18499755859375,246.9355926513672,247.0,56706
2025-02-21 17:22:00+00:00,247.1269989013672,247.1658935546875,247.05999755859375,247.0800018310547,40852
2025-02-21 17:23:00+00:00,247.2550048828125,247.32000732421875,247.13999938964844,247.14999389648438,38908
2025-02-21 17:24:00+00:00,247.26499938964844,247.32989501953125,247.2100067138672,247.2550048828125,34728
2025-02-21 17:25:00+00:00,247.447998046875,247.47000122070312,247.19000244140625,247.25,65858
2025-02-21 17:26:00+00:00,247.3419952392578,247.4499969482422,247.3000030517578,247.44000244140625,33842
2025-02-21 17:27:00+00:00,247.32000732421875,247.47000122070312,247.32000732421875,247.34019470214844,47691
2025-02-21 17:28:00+00:00,247.30999755859375,247.52000427246094,247.2899932861328,247.3300018310547,119284
2025-02-21 17:29:00+00:00,247.3699951171875,247.38999938964844,247.25999450683594,247.30499267578125,62645
2025-02-21 17:30:00+00:00,247.27870178222656,247.39500427246094,247.23500061035156,247.3800048828125,40136
2025-02-21 17:31:00+00:00,247.25999450683594,247.35499572753906,247.2449951171875,247.27999877929688,45266
2025-02-21 17:32:00+00:00,247.30999755859375,247.35000610351562,247.25999450683594,247.25999450683594,44177
2025-02-21 17:33:00+00:00,247.3000030517578,247.3000030517578,247.1999969482422,247.2949981689453,38671
2025-02-21 17:34:00+00:00,247.3300018310547,247.40989685058594,247.27999877929688,247.2899932861328,48375
2025-02-21 17:35:00+00:00,247.6300048828125,247.6300048828125,247.3000030517578,247.33999633789062,139976
2025-02-21 17:36:00+00:00,247.5399932861328,247.67999267578125,247.46009826660156,247.64999389648438,72308
2025-02-21 17:37:00+00:00,247.3769073486328,247.5688018798828,247.32000732421875,247.5500030517578,75454
2025-02-21 17:38:00+00:00,247.61000061035156,247.66000366210938,247.3000030517578,247.36500549316406,92886
2025-02-21 17:39:00+00:00,247.58999633789062,247.72999572753906,247.5399932861328,247.6300048828125,144694
2025-02-21 17:40:00+00:00,247.8197021484375,247.89999389648438,247.57000732421875,247.6199951171875,147932
2025-02-21 17:41:00+00:00,247.8800048828125,247.89999389648438,247.77999877929688,247.82000732421875,83150
2025-02-21 17:42:00+00:00,247.8699951171875,247.91000366210938,247.77999877929688,247.89999389648438,91332
2025-02-21 17:43:00+00:00,248.25880432128906,248.25880432128906,247.8300018310547,247.86500549316406,651270
2025-02-21 17:44:00+00:00,248.34500122070312,248.38999938964844,248.25,248.25999450683594,174549
